TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
040406,gm. Stolno,3,37.04343534,5.6,3776.14,10.7,97,53.9,0,79.8,5199,72.26,59,53,18.57282479,53.33972849
040407,gm. Unisław,3,42.61501211,4.4,3607.42,7.6,106,57,3491,82.5,3491,90.38,72,96,18.37455369,53.22355759
040501,m. Golub-Dobrzyń,3,43.93011347,5.3,3284.71,11.9,110,57.2,2142,63.3,4283,110.41,97,1713,19.05724715,53.11128484
040502,gm. Ciechocin,3,42.20820189,3.7,3636.64,8.9,99,59.3,0,100.5,2008,76.32,55,40,18.94544686,53.05082069
040503,gm. Golub-Dobrzyń,3,37.50179882,7.6,3738.09,10.2,99,56.5,0,91.9,2155,67.9,75,44,19.08988874,53.1405722
040504,gm. Kowalewo Pomorskie,3,42.61220924,5.1,3558.59,9.4,103,58.7,3853,80.3,2890,88.9,79,82,18.87327995,53.14807883
040505,gm. Radomin,3,39.66817496,6.6,3393.45,10.8,96,58,0,87,3916,99.25,58,48,19.16976259,53.09264258
040506,gm. Zbójno,3,34.8311391,3.9,3826.03,12.6,95,62.8,4380,83.3,730,99.45,62,52,19.12105388,53.00980406
040601,gm. Grudziądz,3,42.76025406,5.2,3790.86,7.5,100,56.4,0,99.5,6182,71.05,93,75,18.7759149,53.46802204
040602,gm. Gruta,3,37.85810421,5.5,3502.29,8.5,99,57.1,6535,82.3,1634,78.56,58,53,18.94983964,53.45292462
040603,gm. Łasin,3,36.53995345,5.4,3849.9,10.1,104,58.1,2708,73.5,8125,94.94,68,60,19.10150961,53.53383132
040604,gm. Radzyń Chełmiński,3,33.15677966,5,4751.81,11.7,99,58,4803,76.2,2402,95.17,84,53,18.93587801,53.37920418
040605,gm. Rogóźno,3,37.33333333,6.5,3165.14,9,99,62.6,0,82.3,4196,68.62,54,36,18.93241753,53.55431181
040606,gm. Świecie nad Osą,3,29.98808815,7.9,4150.63,12.7,95,59,4324,70.1,2162,89.72,41,46,19.12012236,53.44649176
040701,m. Inowrocław,3,49.37372418,5,3603.27,10.2,111,58.2,2652,55.9,7426,95.78,92,2441,18.2533406,52.78077677
040702,gm. Dąbrowa Biskupia,3,33.61199902,5.4,3545.8,11.4,103,57.4,5130,90.8,1026,100.51,58,35,18.48859958,52.77904079
040703,gm. Gniewkowo,3,39.48637041,5.1,3255.57,10.8,102,58,4887,67.2,7330,95.19,70,82,18.42822341,52.88233714
040704,gm. Inowrocław,3,41.40893471,4.9,3603.81,10.4,100,53.7,0,93.1,2323,59.29,93,68,18.27649975,52.79319155
040705,gm. Janikowo,3,42.24304216,5.8,3185.63,10.3,103,52.5,3357,66.4,3357,92.59,67,146,18.09221877,52.72589806
040706,gm. Kruszwica,3,40.41431022,5.5,3223.84,10.8,104,57.7,3939,66.5,2814,91.87,71,75,18.36620325,52.64747774
040707,gm. Pakość,3,41.45417824,5.2,3236.33,12.2,105,57,4921,72.9,4921,85.5,83,114,18.1045312,52.80137971
040708,gm. Rojewo,3,40.0538358,4.6,3345.4,11.7,100,55.2,4730,85.6,1183,78.67,59,39,18.28873561,52.9239286
040709,gm. Złotniki Kujawskie,3,38.99823537,4.8,2946.64,11.8,99,51.9,4596,84,3064,95.6,80,68,18.10669568,52.90900671
040801,m. Lipno,3,43.23121236,3.7,3178.4,10.8,107,57.6,1472,66.6,4907,102.12,108,1339,19.17863863,52.84443323
040802,gm. Bobrowniki,3,42.96146045,4.7,3592.8,12.5,97,54.1,0,80.1,3146,81.2,65,33,19.0007558,52.78112797
040803,gm. Chrostkowo,3,34.3104872,5.8,3695.92,11.7,97,61.6,2937,88,2937,91.06,51,40,19.23651048,52.95052578
040804,gm. Dobrzyń nad Wisłą,3,35.72557698,5.6,3231.31,13.9,99,55.4,3905,76.2,3905,100.85,61,68,19.30680383,52.67181249
040805,gm. Kikół,3,40.0840925,5.6,3733.58,10.7,96,56.8,3641,88.3,7281,73.46,60,74,19.11410364,52.92650517
040806,gm. Lipno,3,35.64442512,5.6,3505.3,13.1,102,57.1,0,88.2,2366,72.66,58,56,19.15052119,52.82696714
040807,gm. Skępe,3,37.76930726,6,3624.51,13.7,102,59.5,1902,78.7,7609,82.35,83,43,19.3722775,52.87289094
040808,gm. Tłuchowo,3,38.01742919,5.1,3691.06,11.1,98,59.9,4664,76,2332,96.3,64,47,19.42765773,52.75200762
040809,gm. Wielgie,3,36.11480707,4.1,4212.85,12.2,99,58,6828,80,2276,95.76,56,51,19.26341595,52.75100003
040901,gm. Dąbrowa,3,37.00107875,3,3473.94,9,101,55.7,4648,88.4,1549,102.95,62,42,17.94424977,52.76344524
040902,gm. Jeziora Wielkie,3,37.51887267,4.4,3060.41,10.8,106,57.7,4960,87.5,2480,75.53,69,40,18.24668468,52.5359831
040903,gm. Mogilno,3,43.81505204,5.3,3083.22,8.5,105,57.8,2760,77.9,8280,92.85,79,97,17.96841324,52.64084038
040904,gm. Strzelno,3,41.03343465,3.8,3760,10.5,104,58,3935,73.4,11806,92.05,61,64,18.17485544,52.62715473
041001,gm. Kcynia,3,41.69016732,5.8,3935.72,10.2,98,58.7,6760,74.1,4506,93.35,61,46,17.47304359,53.01520167
041002,gm. Mrocza,3,38.7394958,5.3,4312.64,11,97,57.1,4655,76.6,4655,90.05,66,62,17.56613423,53.24288801
041003,gm. Nakło nad Notecią,3,45.77027551,5.2,3905.23,8.3,106,58.2,3229,67,3588,90.53,81,173,17.63637605,53.14336336
041004,gm. Sadki,3,37.42761888,4.8,3170.59,9.7,99,57.1,7318,80.7,1045,85.3,50,48,17.42973204,53.16334076
041005,gm. Szubin,3,45.80865482,5.4,3078.21,7.7,101,56,4881,79.6,1877,85.84,76,73,17.71735439,53.01197745
041101,m. Radziejów,3,46.08026617,4.7,3404.25,12.6,108,56.8,1139,77.5,1424,140.63,125,1001,18.53015339,52.61855397
041102,gm. Bytoń,3,36.10474632,5.6,3153.74,12.2,98,60.6,0,89.4,1804,83.79,57,49,18.61929656,52.56096733
041103,gm. Dobre,3,36.13520125,6.9,3294.33,14.7,103,53.4,2733,83.9,5465,94.26,65,77,18.58568106,52.68908677
041104,gm. Osięciny,3,38.23120852,4.8,3120.99,14.7,101,59.4,2602,92.1,3904,95.58,73,63,18.72492162,52.64572668
041105,gm. Piotrków Kujawski,3,36.95056737,3.9,3305.4,13,103,56.6,2343,82.6,4685,96.36,75,68,18.49500073,52.52303164
041106,gm. Radziejów,3,36.61894273,4.7,2810.54,11.4,102,59.3,4476,100.6,1119,43.84,66,48,18.55373676,52.62899409
041107,gm. Topólka,3,37.0869033,6.7,3479.68,11.6,97,56.6,4952,90.9,4952,94.74,56,48,18.68861656,52.49824802
041201,m. Rypin,3,44.4673225,5.3,3268.1,9.2,110,58.5,1848,68,4157,98.22,111,1517,19.41980849,53.06343033
041202,gm. Brzuze,3,34.93470149,4.3,3100.21,10.7,97,62,0,80.7,1340,81.69,54,62,19.2658487,53.05040052
041203,gm. Rogowo,3,32.9195759,6.4,3744.03,9.9,97,62.2,0,76.4,1203,90.67,61,34,19.40949125,52.97791453
041204,gm. Rypin,3,32.79352227,4.4,3443.68,8.9,93,60.3,0,88.9,2499,76.79,53,57,19.44132714,53.0612739
041205,gm. Skrwilno,3,37.7965752,5.9,3669.38,9.8,100,61.8,6034,86.5,3017,89.01,57,49,19.60158902,53.02943935
041206,gm. Wąpielsk,3,31.19127008,4.2,3170.78,10.2,102,62.3,0,85.4,1352,92.68,47,44,19.28356274,53.15275094
041301,gm. Kamień Krajeński,3,39.77626994,5.3,3264.49,10.3,97,58.3,3509,75.4,2339,80.76,69,43,17.51779474,53.5427914
041302,gm. Sępólno Krajeńskie,3,42.66135458,5.5,3572.53,11,105,58.8,4013,77.7,8027,90.46,77,70,17.52914506,53.45258473
041303,gm. Sośno,3,34.175,6.5,3441.87,11,93,58.6,5074,77.7,1269,84.44,69,31,17.65790913,53.36565635
041304,gm. Więcbork,3,40.17711041,5.1,3220.43,10.1,100,61.9,3339,75.3,4452,88.41,75,57,17.44344283,53.3497026
041401,gm. Bukowiec,3,38.55783676,5.4,4111.87,6.1,97,57.2,5169,87.1,2585,91.11,53,47,18.24799562,53.4240151
041402,gm. Dragacz,3,37.13080169,5.3,3515.46,6.8,100,56.8,0,83.9,3625,87.35,96,65,18.67199836,53.4958644
041403,gm. Drzycim,3,40.33634538,5.6,3336.03,7.5,97,55.5,0,78.8,5011,94.18,60,46,18.32830139,53.5099518
041404,gm. Jeżewo,3,40.10883483,6.4,3063.03,6,99,58,8093,80.9,4047,78.27,62,52,18.48912376,53.52872198
041405,gm. Lniano,3,44.24645122,4.5,3867.56,6.5,103,57.4,0,89.2,4302,87.6,56,49,18.19719971,53.50913203
041406,gm. Nowe,3,35.42939274,4.5,2875.03,11.4,104,56.5,3507,65.8,5261,83.75,57,99,18.68978567,53.64181231
041407,gm. Osie,3,41.86154202,6.6,4025.99,5.7,100,56.2,2727,83.5,2727,93.96,70,26,18.30493673,53.62469942
041408,gm. Pruszcz,3,45.82666667,4.8,3306.48,4.9,102,57.1,4821,100,4821,87.17,79,68,18.20533014,53.32925928
041409,gm. Świecie,3,45.04197867,5.4,4228.43,5.6,108,59.4,3798,66.8,2849,94.69,93,195,18.4298738,53.41184147
041410,gm. Świekatowo,3,41.61358811,4.2,3804.01,5.2,99,55.4,0,85.6,3576,86.79,63,56,18.11424993,53.41722953
041411,gm. Warlubie,3,33.69090187,4.7,3548.33,8.8,100,57.8,3283,80.3,2188,100.92,62,33,18.55103107,53.61424216
041501,m. Chełmża,3,41.35840436,4.8,2934.62,11.7,108,55.8,2971,56.7,1650,94.19,78,1895,18.60790865,53.18785847
041502,gm. Chełmża,3,36.24544982,4.2,3467.52,9.6,101,57.9,9879,84.9,2470,77.25,62,55,18.64891942,53.19120597
041503,gm. Czernikowo,3,35.79022989,4.3,3899.86,14.9,104,58.2,4537,90.6,3024,94.85,75,53,18.96548228,52.91127367
041504,gm. Lubicz,3,50.4008293,4.5,3330.02,6.4,102,54,3206,95,3848,89.95,108,182,18.76443277,53.04694488
041505,gm. Łubianka,3,46.70169294,5.9,3462.33,5.9,100,55.4,6775,99.2,3388,85.91,84,80,18.48521801,53.14002162
041506,gm. Łysomice,3,46.15384615,4.3,4474.03,7.3,102,55.3,4843,102.6,1384,78.34,109,76,18.62857125,53.09755638
041507,gm. Obrowo,3,49.76740104,4.2,3204.56,7.3,102,56.8,15438,103.7,3860,76.77,98,95,18.83877276,52.97160326
041508,gm. Wielka Nieszawka,3,52.09809264,4.2,4957.92,5.5,104,59.9,0,102.5,2486,74.59,114,23,18.54762384,52.95245776
041509,gm. Zławieś Wielka,3,47.00524701,4.3,3599.54,5.8,101,56.9,6742,97.5,3371,73.34,98,76,18.36603538,53.09772454
041601,gm. Cekcyn,3,40.9823772,5.5,4063.26,10,101,55.8,6699,85.5,2233,84.82,61,26,18.04650321,53.57585679
041602,gm. Gostycyn,3,40.64843939,6.1,4003.75,9.4,99,58.6,5218,87,1305,88,73,38,17.81492357,53.4858296
041603,gm. Kęsowo,3,38.80512091,6.5,4497.75,10.7,97,55.5,0,91,1112,92.57,51,41,17.71654033,53.56658761
041604,gm. Lubiewo,3,42.36006051,3.7,4679.97,8.3,96,61.5,5907,91,2954,94.8,61,36,17.98778009,53.46568657
041605,gm. Śliwice,3,44.0979441,5,3635.81,8.8,97,59.4,5648,82,2824,87.5,62,32,18.1353879,53.7001834
041606,gm. Tuchola,3,46.57089319,5,2939.65,10.7,105,60.1,2923,77.6,6820,93.27,83,85,17.88618805,53.65324147
041701,m. Wąbrzeźno,3,42.61142963,5.7,3140.47,11.1,110,59.9,1984,62.1,1984,97.94,84,1628,18.95024276,53.27828663
041702,gm. Dębowa Łąka,3,34.79968578,7.6,3697.87,10.2,99,58.4,0,86.7,1597,100.4,61,37,19.06093801,53.22845315
041703,gm. Książki,3,36.0485782,5.7,3510.35,10.8,102,57.6,4240,84.4,4240,83.58,50,49,19.06692558,53.3264468
041704,gm. Płużnica,3,35.69040885,3.9,5784.56,10.2,98,56.7,0,81.3,2439,85.95,66,41,18.79151118,53.32070864
041705,gm. Wąbrzeźno,3,35.6870229,7.2,3493.67,11.6,100,57.6,0,82.8,1729,75.84,65,43,18.90748228,53.25560979
041801,m. Kowal,3,43.28916072,6.8,4052.35,13,100,49.3,887,80.2,3548,141.88,115,758,19.14503632,52.53267987
041802,gm. Baruchowo,3,36.80747922,4.2,4750.75,14.6,99,59.2,3535,84.2,3535,94.89,68,33,19.28831972,52.50298878
041803,gm. Boniewo,3,37.1336669,4.3,4051.78,18.2,101,63.5,0,76.3,3484,85.39,45,45,18.8899004,52.46047217
041804,gm. Brześć Kujawski,3,38.11934511,4.8,3974.76,13.7,107,56.8,3860,78.3,2895,82.77,72,77,18.90189372,52.63028077
041805,gm. Choceń,3,32.45841599,4.8,3862.43,16.6,101,56.4,4009,80.5,8017,84.09,57,80,19.02592083,52.49955996
041806,gm. Chodecz,3,31.96561157,5.8,3257.26,16.3,101,57.2,3089,78,6178,88.4,61,51,19.02011037,52.397176
041807,gm. Fabianki,3,40.22928609,5.4,3165.22,11.9,101,52,4951,99.4,9901,73.19,99,131,19.10163541,52.70850529
041808,gm. Izbica Kujawska,3,34.60481655,4,3407.51,14.2,105,59.1,1941,79.3,3882,79.55,57,59,18.79952195,52.39760261
041809,gm. Kowal,3,36.45121193,6.6,3545.64,11.8,95,57.9,0,86,3942,57.56,55,34,19.16673308,52.53068926
041810,gm. Lubanie,3,39.06752412,6.3,3665.21,11.5,102,56.4,4618,96.7,4618,92.66,68,67,18.90714509,52.7353943
041811,gm. Lubień Kujawski,3,34.03305785,5.2,3433.07,14.6,100,58.9,3720,77,7440,76.47,52,49,19.17310839,52.41110823
041812,gm. Lubraniec,3,42.13141225,6.1,3401.96,14.6,104,61.5,3236,83.3,3236,91.26,62,66,18.82393465,52.52475204
041813,gm. Włocławek,3,41.91489362,4.5,3482.03,13.4,100,53.3,0,91.4,3522,81.41,82,32,19.17130853,52.59731486
041901,gm. Barcin,3,40.88169451,3.6,3922.41,9.1,103,58.9,2973,65.1,2973,91.39,69,123,17.97061185,52.86329951
041902,gm. Gąsawa,3,41.72932331,5.5,3376.03,10.7,100,57.6,5244,81,2622,82.23,78,39,17.80066851,52.76290542
041903,gm. Janowiec Wielkopolski,3,40.54276316,6,3184.6,10.5,102,60.3,3057,81.8,2293,94.12,77,70,17.5214587,52.76535918
041904,gm. Łabiszyn,3,40.06183177,4.1,3356.86,9.1,99,56.6,4981,80.6,2490,84.61,81,60,17.89811964,52.95919181
041905,gm. Rogowo,3,41.53320137,5.9,3528.88,9.4,101,60.2,3465,81.4,2310,93.06,65,39,17.67925362,52.70601724
041906,gm. Żnin,3,44.67737822,6.1,3100.48,9.2,104,59.6,2715,75.8,6109,92.57,82,97,17.70214414,52.85738967
046101,m. Bydgoszcz,3,55.5490517,4.9,4520.36,4,113,63.5,2800,57.9,11114,92.48,121,2021,18.05258502,53.13129114
046201,m. Grudziądz,3,46.69415323,4.5,5099.43,8.3,110,62.5,3567,57.2,9632,92.82,85,1668,18.77343798,53.47218136
046301,m. Toruń,3,55.90465246,4.7,5717.4,4.9,115,60.4,3025,58.6,4826,96.83,128,1752,18.61890073,53.02110205
046401,m. Włocławek,3,47.17748603,4,4940.03,11.8,112,62.3,2355,56.2,5138,91.03,103,1341,19.05750399,52.66126908
060101,m. Międzyrzec Podlaski,3,52.52847711,5.9,2970.88,9.9,106,58,1310,73.1,17024,99,84,850,22.78328104,51.98078212
060102,m. Terespol,3,50.3569111,4.5,3416.99,7.7,110,57.1,1438,76.6,5751,100.51,67,569,23.6177771,52.07383053
060103,gm. Biała Podlaska,3,49.35040658,5.2,2722.1,7.7,99,57.9,0,98,1743,70.44,75,43,23.11202628,52.03630342
060104,gm. Drelów,3,44.72247498,5.6,3505.15,7.5,97,64.6,5475,84.8,1369,95.83,42,24,22.89734336,51.92168283
060105,gm. Janów Podlaski,3,45.09895227,5.1,4451.46,8.1,103,65.2,2735,79.3,5469,82.16,57,40,23.22567248,52.19218913
060106,gm. Kodeń,3,44.24806202,5.4,4138.34,9.3,104,65,1846,79,1846,81.99,37,24,23.58343062,51.92677913
060107,gm. Konstantynów,3,43.99266279,6.5,5223.44,7.8,101,58.8,4136,93.2,4136,97.05,51,48,23.10460112,52.20806206
060108,gm. Leśna Podlaska,3,44.37354988,7.2,3130.55,7.7,97,60.1,4312,89.8,1078,80.75,50,44,23.03450407,52.12614238
060109,gm. Łomazy,3,46.2693683,3.7,3167.04,5.6,98,66.1,5084,87.6,5084,94.27,52,26,23.19819508,51.90208014
060110,gm. Międzyrzec Podlaski,3,50.04287639,4.8,3148.24,6.9,99,60.2,0,96,1056,85.78,56,40,22.76288401,52.01463818
060111,gm. Piszczac,3,39.97292266,5.2,3341.75,7.6,102,61.8,3679,81,1839,78.18,53,43,23.39710408,51.96048417
060112,gm. Rokitno,3,41.31212724,4.5,3598.3,7.8,97,69.5,0,77.1,3064,84.49,40,22,23.32635127,52.13085147
060113,gm. Rossosz,3,50.75168481,3.9,5235.55,7.4,97,61.5,0,89.5,1148,90.91,57,30,23.10888039,51.84766929
060114,gm. Sławatycze,3,44.89087302,3.8,3277.18,9.9,106,69.3,2362,78.8,787,89.67,50,33,23.55062748,51.79125505
060115,gm. Sosnówka,3,38.25565298,6.7,2943.82,6.1,100,68.2,2526,92.8,2526,83.45,43,17,23.34273785,51.75299971
060116,gm. Terespol,3,45.0427033,4.1,3754.67,8.5,103,64.3,0,76.7,0,83.91,42,48,23.55397565,52.07002445
060117,gm. Tuczna,3,39.2711045,2.5,3401.77,7.2,104,74.2,3184,89.4,3184,88.28,38,19,23.42989768,51.85745298
060118,gm. Wisznice,3,46.69064748,5.6,3263.05,8.4,102,61.1,1258,90.9,1677,84.82,60,29,23.17850684,51.77713782
060119,gm. Zalesie,3,42.01963534,6.1,3447.86,8.7,98,64.1,4455,85.7,4455,101.69,51,30,23.41130342,52.05738523
060201,m. Biłgoraj,3,51.95854148,5,4158.71,5.9,109,62.9,1412,83.9,6707,98.68,114,1271,22.71124206,50.53853326
060202,gm. Aleksandrów,3,48.42767296,5.2,3002.45,5.5,100,61.4,3279,106,3279,92.42,58,60,22.89115234,50.46971094
060203,gm. Biłgoraj,3,49.43831013,6.1,3358.64,7,100,56.7,0,94.8,2189,79.71,67,50,22.67842686,50.54349466
060204,gm. Biszcza,3,46.20472441,8,3480.16,6.6,99,57.7,3844,97.9,1922,79.15,67,36,22.62849814,50.41895804
060205,gm. Frampol,3,44.05499613,7,2744.85,5.9,100,66.1,3129,79.2,1251,96.59,56,58,22.73306247,50.65912626
060206,gm. Goraj,3,45.06314581,5.4,3715.85,5.5,101,62.8,2096,81.2,4192,71.76,46,62,22.70542064,50.7276481
060207,gm. Józefów,3,40.34032314,5.9,3337.57,7.3,105,57.5,3463,78.1,6925,80.86,70,55,23.05440453,50.48906615
060208,gm. Księżpol,3,45.13926325,4.8,3020.22,5.6,99,56.2,6917,102.6,1729,88.99,65,49,22.77041332,50.4239587
060209,gm. Łukowa,3,48.60637088,8.9,2854.09,3.8,103,60.1,2146,103.6,2146,88.42,60,29,22.96680651,50.39645412
060210,gm. Obsza,3,45.04036909,5.8,4705.66,4.1,98,58.7,4303,101.6,4303,91.14,36,38,22.98405181,50.33148739
060211,gm. Potok Górny,3,49.32166302,3.5,2952,4.6,100,53.5,5510,97.9,2755,93.27,42,50,22.51439565,50.39840339
060212,gm. Tarnogród,3,49.0942029,5.6,3628.17,5.5,101,60.2,1707,99,3415,93.02,70,60,22.7508004,50.33024886
060213,gm. Tereszpol,3,42.45932416,6.3,2771.31,8.2,96,57.6,3927,85.7,3927,82.41,54,27,22.88613771,50.55207363
060214,gm. Turobin,3,49.67008798,4.7,3159.31,5.5,107,74.8,2138,91.4,6414,83.07,52,40,22.73841165,50.81856242
060301,m. Rejowiec Fabryczny,3,39.21251348,5.8,3828.26,10.8,104,50,2223,65.5,4445,85.24,53,311,23.2449958,51.11935641
060302,gm. Białopole,3,35.93932322,7.1,2920.54,9.8,101,61.7,1545,84.1,1030,88,48,30,23.78467184,50.96945379
060303,gm. Chełm,3,43.47321429,4.5,3409.05,7.9,104,54.5,0,92.8,2389,73.69,68,65,23.44715752,51.14108831
060304,gm. Dorohusk,3,40.4109589,5.3,3359.5,13.6,106,58.3,6604,72.6,1321,85.18,46,34,23.73611001,51.15083471
060305,gm. Dubienka,3,35.52694325,5.7,2720.42,10.9,104,65.2,2494,66.6,2494,71.18,41,26,23.85690352,51.03469737
060306,gm. Kamień,3,39.95784402,6.8,3296.59,10,101,53.1,4098,83.6,2049,80.45,52,42,23.60699039,51.09744257
060307,gm. Leśniowice,3,34.94554773,7.2,4960,10.3,105,63.1,0,71.1,1865,80.88,46,32,23.50511756,50.9972563
060308,gm. Rejowiec Fabryczny,3,36.31785115,7.1,3104.54,14.3,107,63.8,0,69.8,2177,86.53,34,50,23.1549763,51.13281642
060309,gm. Ruda-Huta,3,35.71044133,4.3,3251.51,12.5,99,58.5,4677,71.7,4677,74.28,36,42,23.61435348,51.23046454
060310,gm. Sawin,3,38.03510274,5.4,2999.1,9.2,100,59.2,2818,77.9,5636,83.09,50,30,23.44898102,51.28851369
060311,gm. Siedliszcze,3,31.83042932,6.2,3316.63,9,103,59.5,3485,75.1,6969,77.9,37,45,23.16446551,51.19943468
060312,gm. Wierzbica,3,39.78444236,7.4,3401.19,9.3,99,56.3,5250,76.6,525,90.16,41,36,23.30288328,51.2718321
060313,gm. Wojsławice,3,36.98215906,4.4,3133.93,9.9,102,62.1,1950,79.2,3899,83.33,40,35,23.55695722,50.93072927
060314,gm. Żmudź,3,35.31168346,5.9,3288.98,9.3,102,56.5,3204,78.4,3204,88.94,41,24,23.68154146,51.03458558
060315,gm. Rejowiec,3,34.39490446,4.1,2896.14,12.8,105,59.9,6596,63.4,6596,80.43,40,62,23.29431239,51.10240767
060401,m. Hrubieszów,3,45.01636609,4.8,3476.54,11.8,111,58.9,1219,66.3,3657,106.78,109,554,23.88723713,50.80779402
060402,gm. Dołhobyczów,3,33.92152792,6.5,3277.02,13.8,105,61.8,2848,72.1,2848,82.69,50,27,24.00725264,50.53526248
060403,gm. Horodło,3,33.34834497,5.4,3208.08,16.2,103,64.5,2666,74.1,2666,76.71,50,41,23.99787925,50.90092893
060404,gm. Hrubieszów,3,37.33839402,4.7,2834.22,13.4,99,62.8,10298,86.5,1030,71.84,47,40,23.90372872,50.81525729
060405,gm. Mircze,3,36.20099564,4.4,3237.52,9.5,101,67.6,3741,91.3,2494,80.53,47,32,23.91082654,50.64248497
060406,gm. Trzeszczany,3,39.39561963,4.1,2526.92,12.6,105,60.8,4373,76.1,2187,80.5,48,48,23.72735839,50.82259409
060407,gm. Uchanie,3,38.72817955,5,2461.61,11.5,100,65.6,4792,82.4,958,81,44,40,23.6912326,50.89497597
060408,gm. Werbkowice,3,40.06490265,4.9,2803.25,11.8,101,59.7,3227,83.4,4841,86.81,52,52,23.75279061,50.72433029
060501,gm. Batorz,3,53.21402484,7.3,3814.6,8.9,99,67,3407,99.8,1704,89.45,58,48,22.47882547,50.86301745
060502,gm. Chrzanów,3,59.18699187,4,3842.57,8.6,102,75.9,2999,93.9,2999,103.48,50,42,22.60631615,50.77924149
060503,gm. Dzwola,3,52.62563523,4.8,3218.33,13,101,65.2,0,90.1,2141,87.12,43,32,22.55018055,50.66383002
060504,gm. Godziszów,3,65.55647497,5.8,3439.5,8.3,103,68.3,5991,101.2,1498,82.51,59,59,22.49103575,50.77284836
060505,gm. Janów Lubelski,3,52.38488076,6.4,3444.56,10.8,103,56.1,1620,87.6,3240,92.75,109,91,22.38351416,50.65689013
060506,gm. Modliborzyce,3,46.49560875,0,0,0,0,0,0,0,0,0,0,0,22.32679895,50.75014863
060507,gm. Potok Wielki,3,42.68795057,5.6,3794.87,9.9,101,62.2,4786,98.7,2393,81.2,53,48,22.21578313,50.75866453
060601,m. Krasnystaw,3,47.5630148,4.6,3083.63,10.2,110,61.8,1738,71.2,9558,102.14,87,454,23.16669737,50.98707264
060602,gm. Fajsławice,3,47.54813864,3.4,2924.22,7.8,104,61,2322,86.6,1548,101.27,51,66,22.94719264,51.07257875
060603,gm. Gorzków,3,40.60391905,2.5,2295.44,10.2,112,73.5,1810,86,3620,79.23,42,37,22.98261779,50.95096264
060604,gm. Izbica,3,39.84330484,4.6,2890.1,14.1,101,65.2,8372,82.3,2093,89.96,45,61,23.14959363,50.89391275
060605,gm. Krasnystaw,3,41.96293754,4.5,2998.43,10.6,104,58.5,0,84.8,2920,66.45,46,58,23.1613643,51.00180708
060606,gm. Kraśniczyn,3,38.27866386,4.9,2510.02,12.2,98,66.8,3845,76.8,3845,86.89,38,35,23.35331101,50.9308239
060607,gm. Łopiennik Górny,3,38.54044549,4.7,4593.71,10.5,106,67.1,4049,78.7,2025,84.67,44,38,23.06603824,51.05069895
060609,gm. Rudnik,3,37.32889382,5.4,2953.35,12.6,101,77.5,3158,80.1,3158,92.42,33,36,22.95315448,50.86398553
060610,gm. Siennica Różana,3,44.66551326,3.1,3361.66,10.5,103,59.6,4234,85.3,2117,85.15,53,43,23.34445572,51.00925735
060611,gm. Żółkiewka,3,41.18869493,2.7,2480.26,12.5,107,72.8,1874,82.8,2812,91.19,49,43,22.84617914,50.90141427
060701,m. Kraśnik,3,51.70016258,3.7,2704.63,8.5,111,62.5,1468,63.9,11744,98.37,86,1350,22.2077606,50.94280449
060702,gm. Annopol,3,40.87028367,5.1,3950.57,12.1,102,60.1,2214,78.8,2214,86.7,47,59,21.88755237,50.89338835
060703,gm. Dzierzkowice,3,46.3257314,2.8,2706.65,8.6,102,60.9,5319,96.5,2660,75.38,48,61,22.0717632,50.95244478
060704,gm. Gościeradów,3,39.33231656,5.7,2837.28,11.1,101,60.9,3694,94.1,2463,85.37,48,46,22.00071568,50.86226928
060705,gm. Kraśnik,3,48.70073998,4.9,2708.73,11.9,105,57.8,7394,97.1,7394,63.26,61,71,22.25146,50.90928173
060706,gm. Szastarka,3,47.92405591,5.1,3740.87,9.7,103,63.5,5893,96.5,1964,99.07,55,80,22.3443397,50.84274702
060707,gm. Trzydnik Duży,3,41.27191347,4,2761.47,8.8,99,63.9,3246,96.4,812,88.96,47,62,22.15191572,50.8537309
060708,gm. Urzędów,3,47.91338018,3.8,3417.8,8.4,104,64.6,2924,100.4,2193,72.91,47,74,22.1363699,51.01115062
060709,gm. Wilkołaz,3,55.31034483,4.5,3064.53,7.2,101,64.5,2774,98.4,2774,102.29,49,68,22.31677349,50.99898556
060710,gm. Zakrzówek,3,47.30593607,4.8,2884.66,8.4,103,63.4,2225,95.2,1669,84.11,54,67,22.40221258,50.93487102
060801,m. Lubartów,3,56.08275242,4.9,3370.1,8.8,110,59,1721,73.1,4474,106.82,104,1608,22.60901473,51.46048224
060802,gm. Abramów,3,49.36968631,5.3,3258.11,6.6,99,62.2,2074,93.5,829,94.54,43,49,22.28528418,51.46736632
060803,gm. Firlej,3,40.64665127,4.9,3801.13,11.5,103,62.3,2967,86.8,1978,93.56,43,47,22.48617834,51.56532715
060804,gm. Jeziorzany,3,38.96713615,4.9,4241.38,10.3,104,61.4,2856,75.7,2856,72.55,38,43,22.26716941,51.61986059
060805,gm. Kamionka,3,42.98554123,3.7,3166.95,8.3,106,60.6,2149,92.1,1612,92.19,66,58,22.44811891,51.45251224
060806,gm. Kock,3,44.81845688,6.1,3711.82,12.7,103,59.9,2189,83.4,1314,90.53,68,65,22.42302631,51.6529859
